,tahun,jenis_api,Nilai Produksi,Jumlah Hari,Tanggal Berangkat,Tanggal Kedatangan,nama_ikan_id,berat
483407,2023,Jaring insang lainnya,1192000,1,2023-05-13T00:00:00.000,2023-05-13T00:00:00.000,Kembung Perempuan [RAB],60
483408,2023,Jaring insang hanyut,1192000,2,2023-06-07T00:00:00.000,2023-06-08T00:00:00.000,Kembung Perempuan [RAB],60
483409,2023,Jaring insang hanyut,1192000,2,2023-06-14T00:00:00.000,2023-06-15T00:00:00.000,Kembung Perempuan [RAB],60
483410,2023,Jaring insang hanyut,1192000,2,2023-06-16T00:00:00.000,2023-06-17T00:00:00.000,Kembung Perempuan [RAB],60
483411,2023,Jaring insang berlapis,1192000,2,2023-06-18T00:00:00.000,2023-06-19T00:00:00.000,Kembung Perempuan [RAB],60
483413,2023,Jaring insang berlapis,1192000,2,2023-06-20T00:00:00.000,2023-06-21T00:00:00.000,Kembung Perempuan [RAB],60
483414,2023,Jaring insang berlapis,1192000,2,2023-06-24T00:00:00.000,2023-06-25T00:00:00.000,Kembung Perempuan [RAB],60
483415,2023,Jaring insang hanyut,1192000,2,2023-07-23T00:00:00.000,2023-07-24T00:00:00.000,Kembung Perempuan [RAB],60
483416,2023,Jaring insang hanyut,1192000,2,2023-07-24T00:00:00.000,2023-07-25T00:00:00.000,Kembung Perempuan [RAB],60
483417,2023,Jaring insang berlapis,1192000,2,2023-07-29T00:00:00.000,2023-07-30T00:00:00.000,Kembung Perempuan [RAB],60
483418,2023,Jaring insang hanyut,1192000,1,2023-08-02T00:00:00.000,2023-08-02T00:00:00.000,Kembung Perempuan [RAB],60
483419,2023,Jaring insang hanyut,1192000,2,2023-08-06T00:00:00.000,2023-08-07T00:00:00.000,Kembung Perempuan [RAB],60
483420,2023,Jaring insang berlapis,1192000,2,2023-08-07T00:00:00.000,2023-08-08T00:00:00.000,Kembung Perempuan [RAB],60
483421,2023,Jaring insang hanyut,1192000,2,2023-08-23T00:00:00.000,2023-08-24T00:00:00.000,Kembung Perempuan [RAB],60
483422,2023,Jaring insang berlapis,1192000,2,2023-08-24T00:00:00.000,2023-08-25T00:00:00.000,Kembung Perempuan [RAB],60
483423,2023,Jaring insang berlapis,1192000,2,2023-08-27T00:00:00.000,2023-08-28T00:00:00.000,Kembung Lelaki,60
483424,2023,Jaring insang berlapis,1192000,2,2023-08-27T00:00:00.000,2023-08-28T00:00:00.000,Kembung Lelaki,60
483425,2023,Jaring insang hanyut,1192000,2,2023-09-01T00:00:00.000,2023-09-02T00:00:00.000,Kembung Perempuan [RAB],60
483426,2023,Jaring insang hanyut,1192000,2,2023-09-02T00:00:00.000,2023-09-03T00:00:00.000,Kembung Perempuan [RAB],60
483427,2023,Jaring insang hanyut,1192000,2,2023-09-03T00:00:00.000,2023-09-04T00:00:00.000,Kembung Perempuan [RAB],60
483464,2023,Jaring insang berlapis,1347800,2,2023-08-10T00:00:00.000,2023-08-11T00:00:00.000,Kembung Perempuan [RAB],59
483465,2023,Jaring insang berlapis,1172000,2,2023-08-11T00:00:00.000,2023-08-12T00:00:00.000,Kembung Perempuan [RAB],59
483467,2023,Bagan perahu,2044000,9,2023-09-18T00:00:00.000,2023-09-26T00:00:00.000,Kembung Perempuan [RAB],58
483587,2023,Jaring insang lainnya,1130000,1,2023-05-17T00:00:00.000,2023-05-17T00:00:00.000,Kembung Perempuan [RAB],57
483588,2023,Jaring insang berlapis,1130000,2,2023-06-01T00:00:00.000,2023-06-02T00:00:00.000,Kembung Perempuan [RAB],57
483589,2023,Jaring insang hanyut,1130000,2,2023-06-11T00:00:00.000,2023-06-12T00:00:00.000,Kembung Perempuan [RAB],57
483590,2023,Jaring insang hanyut,1130000,2,2023-06-12T00:00:00.000,2023-06-13T00:00:00.000,Kembung Perempuan [RAB],57
483591,2023,Jaring insang berlapis,1130000,2,2023-06-18T00:00:00.000,2023-06-19T00:00:00.000,Kembung Perempuan [RAB],57
483592,2023,Jaring insang berlapis,1130000,2,2023-06-19T00:00:00.000,2023-06-20T00:00:00.000,Kembung Perempuan [RAB],57
483593,2023,Jaring insang hanyut,1130000,2,2023-06-20T00:00:00.000,2023-06-21T00:00:00.000,Kembung Perempuan [RAB],57
483594,2023,Jaring insang berlapis,1130000,2,2023-06-20T00:00:00.000,2023-06-21T00:00:00.000,Kembung Perempuan [RAB],57
483595,2023,Jaring insang berlapis,1130000,2,2023-06-20T00:00:00.000,2023-06-21T00:00:00.000,Kembung Perempuan [RAB],57
483596,2023,Jaring insang berlapis,1299500,2,2023-07-19T00:00:00.000,2023-07-20T00:00:00.000,Kembung Perempuan [RAB],57
483597,2023,Jaring insang lainnya,1130000,2,2023-07-21T00:00:00.000,2023-07-22T00:00:00.000,Kembung Perempuan [RAB],57
483598,2023,Jaring insang berlapis,1130000,2,2023-07-26T00:00:00.000,2023-07-27T00:00:00.000,Kembung Perempuan [RAB],57
483599,2023,Jaring insang berlapis,1130000,2,2023-08-01T00:00:00.000,2023-08-02T00:00:00.000,Kembung Perempuan [RAB],57
483600,2023,Jaring insang berlapis,1130000,2,2023-08-02T00:00:00.000,2023-08-03T00:00:00.000,Kembung Perempuan [RAB],57
483601,2023,Jaring insang lainnya,1130000,2,2023-08-04T00:00:00.000,2023-08-05T00:00:00.000,Kembung Perempuan [RAB],57
483602,2023,Jaring insang berlapis,1130000,2,2023-08-09T00:00:00.000,2023-08-10T00:00:00.000,Kembung Perempuan [RAB],57
483603,2023,Jaring insang hanyut,1130000,2,2023-08-12T00:00:00.000,2023-08-13T00:00:00.000,Kembung Perempuan [RAB],57
483605,2023,Jaring insang berlapis,1130000,2,2023-08-27T00:00:00.000,2023-08-28T00:00:00.000,Kembung Lelaki,57
483606,2023,Jaring insang berlapis,1130000,1,2023-09-08T00:00:00.000,2023-09-09T00:00:00.000,Kembung Perempuan [RAB],57
483861,2023,Jaring insang lainnya,1098000,1,2023-02-26T00:00:00.000,2023-02-26T00:00:00.000,Kembung Perempuan [RAB],55
483862,2023,Jaring insang hanyut,1098000,2,2023-04-04T00:00:00.000,2023-04-05T00:00:00.000,Kembung Perempuan [RAB],55
483863,2023,Jaring insang hanyut,1098000,2,2023-04-05T00:00:00.000,2023-04-06T00:00:00.000,Kembung Perempuan [RAB],55
483864,2023,Jaring insang hanyut,1098000,2,2023-06-09T00:00:00.000,2023-06-10T00:00:00.000,Kembung Perempuan [RAB],55
483865,2023,Jaring insang berlapis,1098000,2,2023-06-17T00:00:00.000,2023-06-18T00:00:00.000,Kembung Perempuan [RAB],55
483866,2023,Jaring insang hanyut,1098000,2,2023-06-18T00:00:00.000,2023-06-19T00:00:00.000,Kembung Perempuan [RAB],55
483867,2023,Jaring insang berlapis,1098000,2,2023-06-24T00:00:00.000,2023-06-25T00:00:00.000,Kembung Perempuan [RAB],55
483870,2023,Jaring insang berlapis,1098000,2,2023-07-25T00:00:00.000,2023-07-26T00:00:00.000,Kembung Perempuan [RAB],55
483874,2023,Jaring insang hanyut,1098000,2,2023-08-19T00:00:00.000,2023-08-20T00:00:00.000,Kembung Perempuan [RAB],55
483875,2023,Jaring insang hanyut,1098000,2,2023-08-22T00:00:00.000,2023-08-23T00:00:00.000,Kembung Perempuan [RAB],55
483876,2023,Jaring insang berlapis,1098000,2,2023-08-28T00:00:00.000,2023-08-29T00:00:00.000,Kembung Lelaki,55
483883,2023,Jaring insang hanyut,1082000,1,2023-01-08T00:00:00.000,2023-01-08T00:00:00.000,Kembung Perempuan [RAB],54
483895,2023,Bagan perahu,807000,1,2023-03-18T00:00:00.000,2023-03-18T00:00:00.000,Kembung Perempuan [RAB],54
483905,2023,Jaring insang hanyut,1066000,2,2023-07-27T00:00:00.000,2023-07-28T00:00:00.000,Kembung Perempuan [RAB],53
483906,2023,Jaring insang hanyut,1066000,2,2023-07-28T00:00:00.000,2023-07-29T00:00:00.000,Kembung Perempuan [RAB],53
483909,2023,Jaring insang hanyut,1066000,2,2023-08-09T00:00:00.000,2023-08-10T00:00:00.000,Kembung Perempuan [RAB],53
483914,2023,Pukat hela dasar berpapan,1225900,2,2023-08-16T00:00:00.000,2023-08-17T00:00:00.000,Kembung Perempuan [RAB],53
483917,2023,Jaring insang berlapis,1066000,2,2023-08-21T00:00:00.000,2023-08-22T00:00:00.000,Kembung Perempuan [RAB],53
483920,2023,Jaring insang berlapis,1066000,2,2023-08-23T00:00:00.000,2023-08-24T00:00:00.000,Kembung Perempuan [RAB],53
483926,2023,Jaring insang berlapis,1066000,1,2023-09-04T00:00:00.000,2023-09-05T00:00:00.000,Kembung Perempuan [RAB],53
483943,2023,Jaring insang hanyut,1058000,2,2023-04-06T00:00:00.000,2023-04-07T00:00:00.000,Kembung Perempuan [RAB],53
483944,2023,Jaring insang hanyut,1058000,1,2023-05-01T00:00:00.000,2023-05-01T00:00:00.000,Kembung Perempuan [RAB],53
483945,2023,Jaring insang lainnya,1058000,1,2023-05-18T00:00:00.000,2023-05-18T00:00:00.000,Kembung Perempuan [RAB],53
483946,2023,Jaring insang lainnya,1058000,1,2023-05-19T00:00:00.000,2023-05-19T00:00:00.000,Kembung Perempuan [RAB],53
483947,2023,Jaring insang lainnya,1058000,1,2023-05-24T00:00:00.000,2023-05-24T00:00:00.000,Kembung Perempuan [RAB],53
483950,2023,Jaring insang berlapis,1058000,2,2023-08-02T00:00:00.000,2023-08-03T00:00:00.000,Kembung Perempuan [RAB],53
484059,2023,Jaring insang hanyut,1036000,1,2023-01-06T00:00:00.000,2023-01-06T00:00:00.000,Kembung Perempuan [RAB],52
484060,2023,Jaring insang lainnya,1036000,1,2023-03-06T00:00:00.000,2023-03-06T00:00:00.000,Kembung Perempuan [RAB],52
484062,2023,Jaring insang lainnya,1036000,1,2023-05-15T00:00:00.000,2023-05-15T00:00:00.000,Kembung Perempuan [RAB],52
484063,2023,Jaring insang lainnya,1036000,1,2023-05-15T00:00:00.000,2023-05-15T00:00:00.000,Kembung Perempuan [RAB],52
484064,2023,Jaring insang lainnya,1036000,1,2023-05-15T00:00:00.000,2023-05-15T00:00:00.000,Kembung Perempuan [RAB],52
484065,2023,Jaring insang lainnya,1036000,1,2023-05-16T00:00:00.000,2023-05-16T00:00:00.000,Kembung Perempuan [RAB],52
484066,2023,Jaring insang berlapis,1191400,2,2023-07-15T00:00:00.000,2023-07-16T00:00:00.000,Kembung Perempuan [RAB],52
484067,2023,Jaring insang lainnya,1036000,2,2023-07-26T00:00:00.000,2023-07-27T00:00:00.000,Kembung Perempuan [RAB],52
484068,2023,Jaring insang berlapis,1036000,2,2023-08-03T00:00:00.000,2023-08-04T00:00:00.000,Kembung Perempuan [RAB],52
484069,2023,Jaring insang hanyut,1036000,2,2023-08-04T00:00:00.000,2023-08-05T00:00:00.000,Kembung Perempuan [RAB],52
484070,2023,Jaring insang berlapis,1036000,2,2023-08-05T00:00:00.000,2023-08-06T00:00:00.000,Kembung Perempuan [RAB],52
484071,2023,Jaring insang hanyut,1036000,2,2023-08-06T00:00:00.000,2023-08-07T00:00:00.000,Kembung Perempuan [RAB],52
484072,2023,Jaring insang berlapis,1036000,2,2023-08-25T00:00:00.000,2023-08-26T00:00:00.000,Kembung Perempuan [RAB],52
484073,2023,Jaring insang berlapis,1036000,1,2023-09-08T00:00:00.000,2023-09-09T00:00:00.000,Kembung Perempuan [RAB],52
484114,2023,Jaring insang hanyut,1012000,2,2023-01-02T00:00:00.000,2023-01-03T00:00:00.000,Kembung Perempuan [RAB],51
484115,2023,Jaring insang lainnya,1012000,1,2023-01-06T00:00:00.000,2023-01-06T00:00:00.000,Kembung Perempuan [RAB],51
484116,2023,Jaring insang hanyut,1012000,1,2023-02-05T00:00:00.000,2023-02-05T00:00:00.000,Kembung Perempuan [RAB],51
484117,2023,Jaring insang lainnya,1012000,1,2023-05-05T00:00:00.000,2023-05-05T00:00:00.000,Kembung Perempuan [RAB],51
484120,2023,Bagan perahu,502000,3,2023-04-24T00:00:00.000,2023-04-26T00:00:00.000,Kembung Perempuan [RAB],50
484122,2023,Jaring insang lainnya,1004000,1,2023-05-17T00:00:00.000,2023-05-17T00:00:00.000,Kembung Perempuan [RAB],50
484123,2023,Pukat hela dasar berpapan,1004000,1,2023-05-17T00:00:00.000,2023-05-17T00:00:00.000,Kembung Perempuan [RAB],50
484124,2023,Pukat hela dasar berpapan,1004000,1,2023-05-17T00:00:00.000,2023-05-17T00:00:00.000,Kembung Perempuan [RAB],50
484125,2023,Jaring insang lainnya,1004000,1,2023-05-18T00:00:00.000,2023-05-18T00:00:00.000,Kembung Perempuan [RAB],50
484126,2023,Pukat hela dasar berpapan,1004000,1,2023-05-18T00:00:00.000,2023-05-18T00:00:00.000,Kembung Perempuan [RAB],50
484127,2023,Pukat hela dasar berpapan,1004000,1,2023-05-18T00:00:00.000,2023-05-18T00:00:00.000,Kembung Perempuan [RAB],50
484129,2023,Jaring insang berlapis,1255000,2,2023-09-03T00:00:00.000,2023-09-04T00:00:00.000,Kembung Perempuan [RAB],50
484318,2023,Jaring insang hanyut,994000,1,2023-02-06T00:00:00.000,2023-02-06T00:00:00.000,Kembung Perempuan [RAB],50
484319,2023,Jaring insang hanyut,988000,1,2023-01-07T00:00:00.000,2023-01-07T00:00:00.000,Kembung Perempuan [RAB],49
484320,2023,Jaring insang hanyut,988000,1,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,Kembung Perempuan [RAB],49
484321,2023,Jaring insang hanyut,988000,1,2023-02-05T00:00:00.000,2023-02-05T00:00:00.000,Kembung Perempuan [RAB],49
484322,2023,Jaring insang lainnya,988000,1,2023-02-20T00:00:00.000,2023-02-20T00:00:00.000,Kembung Perempuan [RAB],49
484323,2023,Jaring insang hanyut,988000,1,2023-03-08T00:00:00.000,2023-03-08T00:00:00.000,Kembung Perempuan [RAB],49
484324,2023,Jaring insang lainnya,988000,1,2023-03-08T00:00:00.000,2023-03-08T00:00:00.000,Kembung Perempuan [RAB],49
484325,2023,Jaring insang hanyut,988000,1,2023-05-01T00:00:00.000,2023-05-01T00:00:00.000,Kembung Perempuan [RAB],49
484326,2023,Jaring insang hanyut,988000,2,2023-05-31T00:00:00.000,2023-06-01T00:00:00.000,Kembung Perempuan [RAB],49
484327,2023,Jaring insang lainnya,988000,1,2023-06-11T00:00:00.000,2023-06-11T00:00:00.000,Kembung Perempuan [RAB],49
484328,2023,Jaring insang berlapis,11362,2,2023-07-09T00:00:00.000,2023-07-10T00:00:00.000,Kembung Perempuan [RAB],49
484448,2023,Jaring insang berlapis,1104000,2,2023-12-10T00:00:00.000,2023-12-11T00:00:00.000,Kembung Perempuan [RAB],48
484553,2023,Jaring insang lainnya,942000,1,2023-01-07T00:00:00.000,2023-01-07T00:00:00.000,Kembung Perempuan [RAB],47
484554,2023,Jaring insang hanyut,942000,1,2023-02-12T00:00:00.000,2023-02-12T00:00:00.000,Kembung Perempuan [RAB],47
484555,2023,Jaring insang lainnya,942000,1,2023-05-08T00:00:00.000,2023-05-08T00:00:00.000,Kembung Perempuan [RAB],47
484557,2023,Jaring insang lainnya,942000,1,2023-05-19T00:00:00.000,2023-05-19T00:00:00.000,Kembung Perempuan [RAB],47
484558,2023,Pukat hela dasar berpapan,942000,1,2023-05-19T00:00:00.000,2023-05-19T00:00:00.000,Kembung Perempuan [RAB],47
484559,2023,Pukat hela dasar berpapan,942000,1,2023-05-19T00:00:00.000,2023-05-19T00:00:00.000,Kembung Perempuan [RAB],47
484560,2023,Jaring insang hanyut,942000,2,2023-06-04T00:00:00.000,2023-06-05T00:00:00.000,Kembung Perempuan [RAB],47
484561,2023,Jaring insang hanyut,942000,2,2023-06-10T00:00:00.000,2023-06-11T00:00:00.000,Kembung Perempuan [RAB],47
484562,2023,Jaring insang berlapis,942000,2,2023-06-17T00:00:00.000,2023-06-18T00:00:00.000,Kembung Perempuan [RAB],47
484563,2023,Jaring insang hanyut,942000,2,2023-06-21T00:00:00.000,2023-06-22T00:00:00.000,Kembung Perempuan [RAB],47
484565,2023,Jaring insang hanyut,942,2,2023-06-24T00:00:00.000,2023-06-25T00:00:00.000,Kembung Perempuan [RAB],47
484566,2023,Jaring insang berlapis,1083300,2,2023-07-17T00:00:00.000,2023-07-18T00:00:00.000,Kembung Perempuan [RAB],47
484567,2023,Jaring insang berlapis,1083300,2,2023-07-18T00:00:00.000,2023-07-19T00:00:00.000,Kembung Perempuan [RAB],47
484568,2023,Jaring insang berlapis,942000,2,2023-07-28T00:00:00.000,2023-07-29T00:00:00.000,Kembung Perempuan [RAB],47
484569,2023,Jaring insang hanyut,942000,2,2023-07-29T00:00:00.000,2023-07-30T00:00:00.000,Kembung Perempuan [RAB],47
484570,2023,Jaring insang berlapis,942000,2,2023-08-01T00:00:00.000,2023-08-02T00:00:00.000,Kembung Perempuan [RAB],47
484571,2023,Jaring insang berlapis,942000,2,2023-08-04T00:00:00.000,2023-08-05T00:00:00.000,Kembung Perempuan [RAB],47
484572,2023,Jaring insang hanyut,942000,2,2023-08-21T00:00:00.000,2023-08-22T00:00:00.000,Kembung Perempuan [RAB],47
484573,2023,Jaring insang berlapis,942000,2,2023-08-31T00:00:00.000,2023-09-01T00:00:00.000,Kembung Perempuan [RAB],47
484574,2023,Jaring insang hanyut,942000,2,2023-09-10T00:00:00.000,2023-09-11T00:00:00.000,Kembung Perempuan [RAB],47
484657,2023,Jaring insang hanyut,920000,1,2023-03-10T00:00:00.000,2023-03-10T00:00:00.000,Kembung Perempuan [RAB],46
484665,2023,Jaring insang berlapis,1058000,2,2023-11-27T00:00:00.000,2023-11-28T00:00:00.000,Kembung Perempuan [RAB],46
484670,2023,Jaring insang hanyut,910000,2,2023-08-22T00:00:00.000,2023-08-23T00:00:00.000,Kembung Perempuan [RAB],46
484848,2023,Jaring insang berlapis,900,2,2023-06-24T00:00:00.000,2023-06-25T00:00:00.000,Kembung Perempuan [RAB],45
484884,2023,Jaring insang berlapis,1035000,2,2023-09-28T00:00:00.000,2023-09-29T00:00:00.000,Kembung Perempuan [RAB],45
484909,2023,Jaring insang hanyut,894000,2,2023-01-02T00:00:00.000,2023-01-03T00:00:00.000,Kembung Perempuan [RAB],45
484910,2023,Jaring insang hanyut,894000,1,2023-01-26T00:00:00.000,2023-01-26T00:00:00.000,Kembung Perempuan [RAB],45
484911,2023,Jaring insang hanyut,894000,1,2023-03-06T00:00:00.000,2023-03-06T00:00:00.000,Kembung Perempuan [RAB],45
484912,2023,Jaring insang lainnya,894000,1,2023-05-01T00:00:00.000,2023-05-01T00:00:00.000,Kembung Perempuan [RAB],45
484913,2023,Jaring insang lainnya,894000,1,2023-05-09T00:00:00.000,2023-05-09T00:00:00.000,Kembung Perempuan [RAB],45
484950,2023,Jaring insang hanyut,880000,1,2023-03-09T00:00:00.000,2023-03-09T00:00:00.000,Kembung Perempuan [RAB],44
484986,2023,Jaring insang berlapis,878000,2,2023-07-21T00:00:00.000,2023-07-22T00:00:00.000,Kembung Perempuan [RAB],44
484987,2023,Jaring insang hanyut,878000,2,2023-07-26T00:00:00.000,2023-07-27T00:00:00.000,Kembung Perempuan [RAB],44
484988,2023,Jaring insang berlapis,878000,2,2023-08-03T00:00:00.000,2023-08-04T00:00:00.000,Kembung Perempuan [RAB],44
484989,2023,Jaring insang lainnya,878000,2,2023-08-05T00:00:00.000,2023-08-06T00:00:00.000,Kembung Perempuan [RAB],44
484991,2023,Jaring insang hanyut,878000,2,2023-08-13T00:00:00.000,2023-08-14T00:00:00.000,Kembung Perempuan [RAB],44
484992,2023,Jaring insang berlapis,878000,2,2023-08-20T00:00:00.000,2023-08-21T00:00:00.000,Kembung Perempuan [RAB],44
485146,2023,Jaring insang lainnya,848000,1,2023-01-15T00:00:00.000,2023-01-15T00:00:00.000,Kembung Perempuan [RAB],42
485147,2023,Jaring insang hanyut,848000,1,2023-01-16T00:00:00.000,2023-01-16T00:00:00.000,Kembung Perempuan [RAB],42
485148,2023,Jaring insang lainnya,848000,1,2023-01-17T00:00:00.000,2023-01-17T00:00:00.000,Kembung Perempuan [RAB],42
485149,2023,Jaring insang hanyut,848000,1,2023-01-18T00:00:00.000,2023-01-18T00:00:00.000,Kembung Perempuan [RAB],42
485150,2023,Jaring insang hanyut,848000,1,2023-01-19T00:00:00.000,2023-01-19T00:00:00.000,Kembung Perempuan [RAB],42
485151,2023,Jaring insang lainnya,848000,1,2023-01-20T00:00:00.000,2023-01-20T00:00:00.000,Kembung Perempuan [RAB],42
485152,2023,Jaring insang lainnya,848000,1,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,Kembung Perempuan [RAB],42
485153,2023,Jaring insang hanyut,848000,1,2023-01-24T00:00:00.000,2023-01-24T00:00:00.000,Kembung Perempuan [RAB],42
485154,2023,Jaring insang hanyut,848000,1,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,Kembung Perempuan [RAB],42
485155,2023,Jaring insang hanyut,848000,1,2023-01-26T00:00:00.000,2023-01-26T00:00:00.000,Kembung Perempuan [RAB],42
485156,2023,Jaring insang hanyut,848000,1,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,Kembung Perempuan [RAB],42
485157,2023,Jaring insang hanyut,848000,2,2023-06-06T00:00:00.000,2023-06-07T00:00:00.000,Kembung Perempuan [RAB],42
485160,2023,Jaring insang berlapis,975200,2,2023-07-14T00:00:00.000,2023-07-15T00:00:00.000,Kembung Perempuan [RAB],42
485161,2023,Jaring insang berlapis,848000,2,2023-08-02T00:00:00.000,2023-08-03T00:00:00.000,Kembung Perempuan [RAB],42
485164,2023,Jaring insang berlapis,848000,1,2023-09-07T00:00:00.000,2023-09-08T00:00:00.000,Kembung Perempuan [RAB],42
485165,2023,Jaring insang hanyut,844000,1,2023-05-08T00:00:00.000,2023-05-08T00:00:00.000,Kembung Perempuan [RAB],42
485210,2023,Jaring insang berlapis,966000,1,2023-09-14T00:00:00.000,2023-09-14T00:00:00.000,Kembung Perempuan [RAB],42
485211,2023,Jaring insang berlapis,966000,2,2023-09-16T00:00:00.000,2023-09-17T00:00:00.000,Kembung Perempuan [RAB],42
485368,2023,Jaring insang hanyut,824000,1,2023-01-23T00:00:00.000,2023-01-23T00:00:00.000,Kembung Perempuan [RAB],41
485369,2023,Jaring insang hanyut,824000,1,2023-01-24T00:00:00.000,2023-01-24T00:00:00.000,Kembung Perempuan [RAB],41
485370,2023,Jaring insang hanyut,824000,1,2023-01-25T00:00:00.000,2023-01-25T00:00:00.000,Kembung Perempuan [RAB],41
485371,2023,Jaring insang hanyut,824000,1,2023-02-20T00:00:00.000,2023-02-20T00:00:00.000,Kembung Perempuan [RAB],41
485374,2023,Jaring insang hanyut,824000,2,2023-06-26T00:00:00.000,2023-06-27T00:00:00.000,Kembung Perempuan [RAB],41
485468,2023,Jaring insang berlapis,920,2,2023-07-10T00:00:00.000,2023-07-11T00:00:00.000,Kembung Perempuan [RAB],40
485527,2023,Jaring insang hanyut,784000,1,2023-04-04T00:00:00.000,2023-04-04T00:00:00.000,Kembung Perempuan [RAB],39
485529,2023,Jaring insang hanyut,901600,2,2023-07-14T00:00:00.000,2023-07-15T00:00:00.000,Kembung Perempuan [RAB],39
485530,2023,Jaring insang hanyut,901600,2,2023-07-15T00:00:00.000,2023-07-16T00:00:00.000,Kembung Perempuan [RAB],39
485531,2023,Jaring insang berlapis,784000,2,2023-07-27T00:00:00.000,2023-07-28T00:00:00.000,Kembung Perempuan [RAB],39
485532,2023,Jaring insang hanyut,784000,2,2023-08-02T00:00:00.000,2023-08-03T00:00:00.000,Kembung Perempuan [RAB],39
485534,2023,Jaring insang berlapis,784000,2,2023-08-05T00:00:00.000,2023-08-06T00:00:00.000,Kembung Perempuan [RAB],39
485535,2023,Jaring insang hanyut,784000,2,2023-08-15T00:00:00.000,2023-08-16T00:00:00.000,Kembung Perempuan [RAB],39
485536,2023,Jaring insang hanyut,784000,2,2023-08-24T00:00:00.000,2023-08-25T00:00:00.000,Kembung Perempuan [RAB],39
485537,2023,Jaring insang berlapis,784000,1,2023-09-08T00:00:00.000,2023-09-09T00:00:00.000,Kembung Perempuan [RAB],39
485574,2023,Jaring insang lainnya,776000,2,2023-01-01T00:00:00.000,2023-01-02T00:00:00.000,Kembung Perempuan [RAB],39
485576,2023,Jaring insang hanyut,776000,1,2023-02-21T00:00:00.000,2023-02-21T00:00:00.000,Kembung Perempuan [RAB],39
485577,2023,Jaring insang hanyut,776000,1,2023-02-21T00:00:00.000,2023-02-21T00:00:00.000,Kembung Perempuan [RAB],39
485620,2023,Jaring insang lainnya,760000,2,2023-02-26T00:00:00.000,2023-02-27T00:00:00.000,Kembung Perempuan [RAB],38
485641,2023,Jaring insang berlapis,760000,1,2023-07-31T00:00:00.000,2023-08-01T00:00:00.000,Kembung Perempuan [RAB],38
485644,2023,Jaring insang berlapis,874000,2,2023-09-16T00:00:00.000,2023-09-17T00:00:00.000,Kembung Perempuan [RAB],38
485673,2023,Jaring insang hanyut,752000,1,2023-02-06T00:00:00.000,2023-02-06T00:00:00.000,Kembung Perempuan [RAB],38
485674,2023,Jaring insang hanyut,752000,1,2023-02-12T00:00:00.000,2023-02-12T00:00:00.000,Kembung Perempuan [RAB],38
485677,2023,Jaring insang hanyut,864800,2,2023-07-17T00:00:00.000,2023-07-18T00:00:00.000,Kembung Perempuan [RAB],38
485678,2023,Jaring insang berlapis,752000,2,2023-07-25T00:00:00.000,2023-07-26T00:00:00.000,Kembung Perempuan [RAB],38
485680,2023,Jaring insang berlapis,752000,1,2023-09-05T00:00:00.000,2023-09-06T00:00:00.000,Kembung Perempuan [RAB],38
485681,2023,Jaring insang hanyut,864800,1,2023-09-06T00:00:00.000,2023-09-07T00:00:00.000,Kembung Perempuan [RAB],38
485773,2023,Jaring insang lainnya,740000,1,2023-02-28T00:00:00.000,2023-03-01T00:00:00.000,Kembung Perempuan [RAB],37
485806,2023,Jaring insang hanyut,730000,2,2023-01-01T00:00:00.000,2023-01-02T00:00:00.000,Kembung Perempuan [RAB],37
485807,2023,Jaring insang lainnya,730000,1,2023-05-07T00:00:00.000,2023-05-07T00:00:00.000,Kembung Perempuan [RAB],37
485883,2023,Jaring insang lainnya,720000,1,2023-03-01T00:00:00.000,2023-03-02T00:00:00.000,Kembung Perempuan [RAB],36
485906,2023,Jaring insang berlapis,720,2,2023-06-24T00:00:00.000,2023-06-25T00:00:00.000,Kembung Perempuan [RAB],36
485908,2023,Jaring insang hanyut,720000,1,2023-07-31T00:00:00.000,2023-08-01T00:00:00.000,Kembung Perempuan [RAB],36
485909,2023,Jaring insang berlapis,720000,2,2023-09-15T00:00:00.000,2023-09-16T00:00:00.000,Kembung Perempuan [RAB],36
485914,2023,Jaring insang berlapis,828000,2,2023-11-09T00:00:00.000,2023-11-10T00:00:00.000,Kembung Perempuan [RAB],36
485938,2023,Jaring insang berlapis,710,2,2023-06-25T00:00:00.000,2023-06-26T00:00:00.000,Kembung Perempuan [RAB],36
485939,2023,Jaring insang hanyut,8165,2,2023-07-10T00:00:00.000,2023-07-11T00:00:00.000,Kembung Perempuan [RAB],36
485941,2023,Jaring insang hanyut,706000,1,2023-01-05T00:00:00.000,2023-01-05T00:00:00.000,Kembung Perempuan [RAB],35
485942,2023,Jaring insang hanyut,706000,1,2023-01-30T00:00:00.000,2023-01-30T00:00:00.000,Kembung Perempuan [RAB],35
485943,2023,Jaring insang hanyut,706000,1,2023-05-06T00:00:00.000,2023-05-06T00:00:00.000,Kembung Perempuan [RAB],35
485944,2023,Jaring insang lainnya,706000,1,2023-05-06T00:00:00.000,2023-05-06T00:00:00.000,Kembung Perempuan [RAB],35
485945,2023,Jaring insang hanyut,706000,1,2023-05-09T00:00:00.000,2023-05-09T00:00:00.000,Kembung Perempuan [RAB],35
